100000001	14067180	1
100000001	15087147	2
100000001	17333126	1
100000001	19128094	1
100000001	21811079	2
100000001	2707936	1
100000001	2887462	1
100000001	32572332	1
100000001	32629356	1
100000001	32678881	1
100000001	32883700	3
100000001	3305722	1
100000001	38117842	1
100000001	4067518	2
100000001	5677296	1
100000001	57771808	1
100000001	5801154	2
100000001	5844730	1
100000001	58949151	2
100000001	59084886	1
100000001	59272407	1
100000001	66258175	1
100000001	66304155	2
100000001	67091219	1
100000001	69879250	1
100000001	75402918	1
100000001	77526344	2
100000001	77707240	1
100000001	79377501	1
100000001	79415464	1
100000001	79562197	2
100000001	79569626	3
100000001	81054725	2
100000001	81244670	2
100000001	82691707	1
100000001	83326003	1
100000001	83326257	1
100000001	83464730	2
100000001	83480872	1
100000001	9003180	1
100000001	90081640	1
100000001	90102941	1
100000001	90278923	1
100000001	90357607	1
100000001	90406371	1
100000001	90450492	2
100000001	90514934	1
100000001	90544283	1
100000001	90575809	3
100000001	90576109	2
100000001	90604737	1
100000001	90892702	1
100000001	90958113	1
100000001	91006771	1
100000001	91036907	1
100000001	91050915	1
100000001	91062172	1
100000001	91070229	1
100000001	91384475	1
100000001	91586376	2
100000001	91588606	2
100000001	91599940	1
100000001	91605401	1
100000001	91611985	1
100000001	91622992	1
100000001	91633475	1
100000001	91649171	5
100000001	9331452	1
100000001	9939435	1
100000001	9946106	1
100000001	9960937	2
100000001	9976329	1
100000001	9979634	2
100000002	14406001	3
100000002	15087147	1
100000002	17333126	1
100000002	19128094	2
100000002	21413700	1
100000002	21811079	1
100000002	2984095	1
100000002	32629356	1
100000002	32678881	1
100000002	3446872	1
100000002	4712394	1
100000002	504257	1
100000002	5173807	1
100000002	5486097	1
100000002	5801154	1
100000002	5844730	1
100000002	58949151	1
100000002	66258175	1
100000002	66304155	1
100000002	66640371	1
100000002	67998788	1
100000002	68164799	2
100000002	69657892	1
100000002	69879250	1
100000002	72445878	1
100000002	76862043	2
100000002	77466583	2
100000002	78957103	3
100000002	78982659	1
100000002	79276597	1
100000002	79377501	1
100000002	79562197	1
100000002	79569626	1
100000002	8006921	1
100000002	81054725	1
100000002	82691707	1
100000002	83275069	2
100000002	83326257	2
100000002	83391248	2
100000002	83498358	1
100000002	83523528	2
100000002	8690909	1
100000002	90081640	1
100000002	90084124	2
100000002	90270586	1
100000002	9034860	1
100000002	90357607	1
100000002	90434905	1
100000002	90519514	1
100000002	90527433	2
100000002	90553075	1
100000002	90561979	1
100000002	90576109	2
100000002	90584195	1
100000002	90604737	1
100000002	90906817	1
100000002	90982713	2
100000002	91021448	1
100000002	91050915	3
100000002	91063636	1
100000002	91076131	1
100000002	91384475	2
100000002	91586376	1
100000002	91589462	1
100000002	91605750	1
100000002	91611985	1
100000002	91627192	2
100000002	91663556	1
100000002	91667712	1
100000002	9331452	1
100000002	9334265	1
100000002	9904227	2
100000002	9946106	1
100000002	9960937	2
100000002	9976329	2
100000002	9979634	2
100000003	13754388	1
100000003	14067180	2
100000003	17333126	1
100000003	2269522	1
100000003	27182446	1
100000003	2887462	1
100000003	32572332	1
100000003	32629356	1
100000003	32852718	1
100000003	3446872	1
100000003	3581131	1
100000003	3995170	1
100000003	4221045	1
100000003	504257	1
100000003	5486097	1
100000003	56769389	1
100000003	5677296	1
100000003	57156989	1
100000003	57162809	1
100000003	58949151	1
100000003	59272407	1
100000003	6029906	1
100000003	6037117	1
100000003	66258175	1
100000003	66439736	2
100000003	66640371	1
100000003	66865683	1
100000003	67091219	1
100000003	67559958	2
100000003	69657892	1
100000003	72430368	1
100000003	72445878	1
100000003	75737434	1
100000003	76676363	2
100000003	76990366	1
100000003	79324542	1
100000003	79562197	1
100000003	79569387	1
100000003	79624189	1
100000003	79676968	1
100000003	8006921	1
100000003	80525713	1
100000003	80622301	1
100000003	81054725	1
100000003	81244670	2
100000003	81252980	1
100000003	83291682	1
100000003	83326003	1
100000003	83326257	1
100000003	83391248	1
100000003	83391387	1
100000003	83397632	1
100000003	83407616	1
100000003	83433434	2
100000003	83505459	2
100000003	83523981	1
100000003	8721436	1
100000003	8913937	1
100000003	90270586	1
100000003	90357607	3
100000003	90406371	1
100000003	90450492	1
100000003	90499626	1
100000003	90514934	2
100000003	90561979	1
100000003	90570843	1
100000003	90576109	1
100000003	90895212	1
100000003	90908467	1
100000003	90958113	1
100000003	91031713	1
100000003	91036907	1
100000003	91048639	1
100000003	91059743	1
100000003	91069991	1
100000003	91070229	1
100000003	91075515	1
100000003	91076131	1
100000003	91384934	1
100000003	91588606	1
100000003	91605401	1
100000003	91629192	1
100000003	9334265	1
100000003	9682472	1
100000003	9946106	1
100000003	9960937	2
100000003	9976329	2
100000003	9979634	1
100000004	14067180	3
100000004	14406001	1
100000004	18712106	1
100000004	19128094	1
100000004	2269522	2
100000004	2707936	1
100000004	27255705	4
100000004	32497859	1
100000004	32629356	1
100000004	32852718	1
100000004	3305722	2
100000004	3581131	1
100000004	38117842	1
100000004	3995170	1
100000004	4067518	1
100000004	500552	1
100000004	5173807	1
100000004	5320372	2
100000004	59084886	1
100000004	59272407	4
100000004	6038929	1
100000004	66439736	1
100000004	66640371	2
100000004	67786935	1
100000004	69657892	1
100000004	69950302	1
100000004	76676363	1
100000004	79569626	1
100000004	79624189	1
100000004	80622301	1
100000004	81252980	3
100000004	82691707	1
100000004	83256629	1
100000004	83291682	1
100000004	83355350	1
100000004	83380695	1
100000004	83391248	1
100000004	83391387	1
100000004	83523976	1
100000004	8823143	3
100000004	90081640	1
100000004	90084124	1
100000004	90270586	3
100000004	90357607	1
100000004	90406371	1
100000004	90437689	1
100000004	90450492	3
100000004	90451834	1
100000004	90552939	1
100000004	90553075	1
100000004	90561979	1
100000004	90576109	1
100000004	90584195	1
100000004	90940417	1
100000004	90958113	1
100000004	91006771	1
100000004	91008842	1
100000004	91021448	1
100000004	91063636	3
100000004	91066829	1
100000004	91069991	1
100000004	91384475	3
100000004	91384934	1
100000004	91384957	1
100000004	91586376	1
100000004	91589462	1
100000004	91590391	1
100000004	91598415	1
100000004	91605401	1
100000004	91630204	1
100000004	91645549	1
100000004	9827427	1
100000004	9946106	1
100000004	9960937	1
100000004	9977024	2
100000005	14067180	1
100000005	14406001	2
100000005	15087147	2
100000005	17493873	1
100000005	19720707	1
100000005	2269522	1
100000005	27255705	1
100000005	2776354	1
100000005	2887462	1
100000005	32497859	1
100000005	32852718	2
100000005	32883700	2
100000005	38117842	2
100000005	43587639	1
100000005	504257	1
100000005	5173807	2
100000005	5320372	1
100000005	56769389	1
100000005	5677296	1
100000005	56809995	1
100000005	57156989	2
100000005	5844730	1
100000005	58949151	1
100000005	59084886	2
100000005	59272407	1
100000005	66258175	2
100000005	66864344	2
100000005	67091219	1
100000005	67286253	1
100000005	67980704	1
100000005	69113818	1
100000005	69480711	1
100000005	69863231	1
100000005	72445878	3
100000005	75107289	1
100000005	75148139	1
